distance_pair	len_sentence	pos_et1	pos_et2	num_ets_left	num_ets_inside	num_ets_right	presence_triggers_left	presence_triggers_inside	presence_triggers_right	num_triggers_left	num_triggers_inside	num_triggers_right	num_triggers_verbs_left	num_triggers_verbs_inside	num_triggers_verbs_right	num_triggers_nouns_left	num_triggers_nouns_insight	num_triggers_nouns_right	num_pos_triggers_left	num_pos_triggers_inside	num_pos_triggers_right	num_neg_triggers_left	num_neg_triggers_inside	num_neg_triggers_right	num_neg_left	num_neg_inside	num_neg_right	num_preps_left	num_preps_inside	num_preps_right	is_head_e1	is_head_e2	size_chunk_e1	size_chunk_e2	num_verbs_left	num_verbs_inside	num_verbs_right	num_nouns_left	num_nouns_inside	num_nouns_right	num_pos_triggers	num_neg_triggers	target	entity_pair	sentence
4	7	1	6	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	0	1	0	0	1	1	0	1	NEU	(China, SouthChinaSea)	China rejects Philippine proposal on South China Sea disputes	
2	7	3	6	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	2	2	1	0	0	1	1	1	0	1	NEU	(Philippine, SouthChinaSea)	China rejects Philippine proposal on South China Sea disputes	
7	11	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	3	0	1	0	0	2	1	0	0	NEU	(U.S., Bangladesh)	U.S. calls for due process, room for Bangladesh political opposition	
9	11	1	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	3	0	0	0	M-POS	(U.S., opposition)	U.S. calls for due process, room for Bangladesh political opposition	
4	8	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	1	0	1	0	0	2	1	0	0	M-NEG	(IslamicState, Iraq)	Islamic State fighters destroy antiquities in Iraq: video	
1	9	3	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	2	0	0	V-NEG	(fighters, antiquities)	Islamic State fighters destroy antiquities in Iraq: video	
3	9	3	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	M-NEG	(fighters, Iraq)	Islamic State fighters destroy antiquities in Iraq: video	
2	5	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	NEU	(Venezuela, UNSecurityCouncil)	Venezuela jubilant over UN Security Council win	
2	7	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	2	0	1	0	0	1	2	1	0	NEU	(Syrian, Russian)	Syrian opposition seeks Russian help in talks	
1	7	2	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	1	0	0	0	2	1	0	NEU	(opposition, Russian)	Syrian opposition seeks Russian help in talks	
3	16	4	8	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	1	1	1	1	0	1	2	1	1	0	1	0	NEU	(Philippines, U.S.)	In visit to Philippines, Kerry vows U.S. help for ‘however long it takes’	
6	10	3	10	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	3	1	0	0	0	0	3	0	0	1	NEU	(Libya, UAE)	Exclusive: Libya oil rebel's brother arrested in UAE	
2	10	7	10	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	3	0	0	0	1	NEU	(brother, UAE)	Exclusive: Libya oil rebel's brother arrested in UAE	
5	8	1	7	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	2	2	0	2	0	0	2	1	2	0	V-POS	(Afghan, US)	Afghan president tells elders he backs US deal	
4	8	2	7	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	1	1	1	2	0	V-POS	(president, US)	Afghan president tells elders he backs US deal	
4	17	1	6	0	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	1	1	1	1	1	0	1	1	0	1	4	2	0	M-POS	(U.S., Japan)	U.S. encouraged by progress with Japan on Pacific trade pact, but 'tough' issues remain	
9	14	1	11	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	2	0	0	3	0	0	2	2	0	1	M-NEG	(Ukraine, Russia)	Ukraine's president says truce not working, urges more Russia sanctions: newspaper	
7	14	3	11	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	1	1	2	0	1	M-NEG	(president, Russia)	Ukraine's president says truce not working, urges more Russia sanctions: newspaper	
5	12	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	0	1	0	0	2	3	0	0	NEU	(U.S., Syria)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
7	12	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	3	2	0	0	NEU	(U.S., Iraq)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
9	11	1	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	1	0	0	4	0	0	0	V-NEG	(U.S., IslamicState)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
1	12	7	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	3	0	1	0	0	3	0	2	0	0	NEU	(Syria, Iraq)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
3	11	7	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3	1	1	0	0	3	1	0	0	0	NEU	(Syria, IslamicState)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
1	11	9	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	4	0	0	0	0	NEU	(Iraq, IslamicState)	U.S. leads 13 air strikes in Syria, Iraq against Islamic State	
2	8	1	4	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	2	2	0	1	0	0	1	3	1	0	NEU	(WhiteHouse, Israeli)	White House adviser consulted Israeli officials on Iran deal	
2	9	3	6	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	1	0	NEU	(adviser, officials)	White House adviser consulted Israeli officials on Iran deal	
4	9	3	8	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	2	1	1	1	0	NEU	(adviser, Iran)	White House adviser consulted Israeli officials on Iran deal	
2	9	5	8	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	2	2	1	0	0	3	1	1	1	0	NEU	(Israeli, Iran)	White House adviser consulted Israeli officials on Iran deal	
1	9	6	8	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	1	0	0	3	0	1	1	0	NEU	(officials, Iran)	White House adviser consulted Israeli officials on Iran deal	
8	11	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	0	1	0	0	1	1	0	0	M-NEG	(Britain, EU)	Britain's Major warns 'real possibility' of EU exit	
6	11	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	1	1	1	0	0	M-NEG	(Major, EU)	Britain's Major warns 'real possibility' of EU exit	
5	16	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	1	1	2	2	1	0	0	NEU	(ISIS, U.S.)	News Analysis: As ISIS militants exert their control, U.S. pursues a military middle road	
5	10	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	0	0	0	0	0	2	2	0	0	NEU	(Swiss, minister)	Swiss arrest witness linked to French minister in tax scandal	
0	11	8	8	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	3	0	2	1	0	V-POS	(Russia, Ukraine)	Gas deal may be first sign of Russia-Ukraine detente: EU	
6	12	3	10	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	2	0	2	0	1	1	1	0	1	V-NEG	(Australia, Russia)	WorldViews: Australia’s prime minister threatens to body-slam Russia’s Putin	
8	12	3	12	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	2	0	1	2	0	0	1	V-NEG	(Australia, Putin)	WorldViews: Australia’s prime minister threatens to body-slam Russia’s Putin	
3	11	5	9	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	2	0	2	0	2	0	1	0	1	V-NEG	(primeminister, Russia)	WorldViews: Australia’s prime minister threatens to body-slam Russia’s Putin	
5	11	5	11	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	0	0	1	V-NEG	(primeminister, Putin)	WorldViews: Australia’s prime minister threatens to body-slam Russia’s Putin	
3	11	1	5	0	0	2	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	1	1	1	1	0	2	1	0	0	3	0	2	M-NEG	(NorthKorea, U.S.)	North Korea threatens to attack U.S. if Obama retaliates over Sony hacking	
5	11	1	7	0	1	1	0	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	1	1	1	1	0	2	1	0	1	2	0	2	M-NEG	(NorthKorea, Obama)	North Korea threatens to attack U.S. if Obama retaliates over Sony hacking	
2	6	1	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	0	1	1	1	0	M-POS	(US, Iraq)	US speeds up Iraq military support	
1	7	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	3	0	1	M-NEG	(US, Russia)	US warns Russia on Ukraine rebel vote	
3	7	1	5	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	3	0	1	0	0	1	2	0	1	NEU	(US, Ukraine)	US warns Russia on Ukraine rebel vote	
4	7	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	2	1	0	1	NEU	(US, rebel)	US warns Russia on Ukraine rebel vote	
1	7	3	5	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	1	3	1	0	0	1	0	2	0	1	NEU	(Russia, Ukraine)	US warns Russia on Ukraine rebel vote	
2	7	3	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	NEU	(Russia, rebel)	US warns Russia on Ukraine rebel vote	
3	12	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	2	0	0	M-POS	(Hospital, family)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
6	12	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	0	2	1	0	0	NEU	(Hospital, man)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
2	12	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	2	1	0	1	1	1	2	0	0	NEU	(U.S., Liberian)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
3	12	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	1	0	1	1	1	1	0	0	NEU	(U.S., man)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
1	12	5	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	1	0	1	2	0	2	0	0	NEU	(family, Liberian)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
2	12	5	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	2	0	1	0	0	NEU	(family, man)	Hospital apologizes to U.S. family of Liberian man who died of Ebola	
4	9	4	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	1	1	0	1	0	1	0	0	1	0	NEU	(US, Mexico)	Student back in US after being stuck in Mexico	
1	10	1	3	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	5	0	1	NEU	(Obama, Sisi)	Obama tells Sisi of US concern over Egypt mass trials	
6	10	1	8	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	1	3	0	1	0	0	3	2	0	1	NEU	(Obama, Egypt)	Obama tells Sisi of US concern over Egypt mass trials	
1	10	3	5	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	2	1	0	0	1	0	4	0	1	NEU	(Sisi, US)	Obama tells Sisi of US concern over Egypt mass trials	
2	10	5	8	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	2	3	1	0	0	2	1	2	0	1	M-NEG	(US, Egypt)	Obama tells Sisi of US concern over Egypt mass trials	
5	9	1	7	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	3	0	2	0	0	2	1	0	1	V-NEG	(Russian, US)	Russian FM gives blistering attack on US, NATO	
7	9	1	9	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	2	0	0	3	0	0	1	V-NEG	(Russian, NATO)	Russian FM gives blistering attack on US, NATO	
4	9	2	7	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	2	0	0	1	1	0	1	V-NEG	(FM, US)	Russian FM gives blistering attack on US, NATO	
6	9	2	9	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	2	0	0	1	V-NEG	(FM, NATO)	Russian FM gives blistering attack on US, NATO	
1	9	7	9	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	2	0	0	2	0	0	0	1	NEU	(US, NATO)	Russian FM gives blistering attack on US, NATO	
7	13	1	9	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	2	1	0	1	2	1	0	NEU	(Turkey, U.S.)	Turkey has not reached new deal to let U.S. use base: officials	
4	9	3	8	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	2	0	2	0	1	0	1	1	0	M-POS	(Park, U.S.)	Korea's Park seeks to shore up U.S. support	
5	12	1	7	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	3	1	0	1	0	0	3	2	1	0	V-POS	(China, Russia)	China leader signs trade deals with Russia in visit to sanction-squeezed Moscow	
4	12	2	7	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	0	1	2	2	1	0	V-POS	(leader, Russia)	China leader signs trade deals with Russia in visit to sanction-squeezed Moscow	
4	9	1	6	0	0	1	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	4	0	2	0	0	1	3	2	0	M-POS	(Cyprus, Russian)	Cyprus agrees deal to let Russian Navy use ports	
5	9	1	7	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	2	2	0	M-POS	(Cyprus, Navy)	Cyprus agrees deal to let Russian Navy use ports	
6	8	1	8	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	2	0	0	1	0	1	0	NEU	(U.S., Afghanistan)	U.S. sends some Gitmo detainees back to Afghanistan	
1	8	6	8	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	2	0	0	0	1	NEU	(India, Japan)	Massive storms slam millions in India and Japan	
3	18	7	11	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	1	1	1	0	1	2	2	3	0	1	V-NEG	(Islamists, Kurds)	Isis raises the black flag: Islamists hail victory over Kurds as battle rages on Europe's doorstep	
10	18	7	18	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	1	1	0	2	5	0	0	1	NEU	(Islamists, doorstep)	Isis raises the black flag: Islamists hail victory over Kurds as battle rages on Europe's doorstep	
6	18	11	18	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	1	0	1	1	0	5	2	0	0	1	NEU	(Kurds, doorstep)	Isis raises the black flag: Islamists hail victory over Kurds as battle rages on Europe's doorstep	
2	8	1	4	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	2	0	1	M-NEG	(US, suspect)	US seizes Benghazi suspect in deadly Libya attack	
5	8	1	7	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0	1	NEU	(US, Libya)	US seizes Benghazi suspect in deadly Libya attack	
2	8	4	7	2	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	2	0	1	0	1	NEU	(suspect, Libya)	US seizes Benghazi suspect in deadly Libya attack	
1	7	1	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	2	0	1	0	0	0	2	1	1	NEU	(Lithuania, U.S.)	Lithuania seeks U.S. support against Russian aggression	
4	7	1	6	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	2	0	1	0	0	2	1	1	1	M-NEG	(Lithuania, Russian)	Lithuania seeks U.S. support against Russian aggression	
2	7	3	6	1	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	2	2	1	0	0	1	1	1	1	1	NEU	(U.S., Russian)	Lithuania seeks U.S. support against Russian aggression	
1	5	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	1	1	0	0	0	NEU	(MalalaYousafzai, UnitedNations)	Video: Malala Yousafzai addresses United Nations	
6	12	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	3	1	0	1	0	0	3	2	0	0	NEU	(British, man)	British Intelligence services had early encounter with man identified as ISIS fighter	
9	12	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	3	2	0	1	0	0	4	1	0	0	NEU	(British, ISIS)	British Intelligence services had early encounter with man identified as ISIS fighter	
10	12	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	3	0	0	1	0	0	5	0	0	0	NEU	(British, fighter)	British Intelligence services had early encounter with man identified as ISIS fighter	
4	12	3	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	2	0	0	NEU	(services, man)	British Intelligence services had early encounter with man identified as ISIS fighter	
7	12	3	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	0	1	2	1	0	0	NEU	(services, ISIS)	British Intelligence services had early encounter with man identified as ISIS fighter	
8	12	3	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	3	0	0	0	NEU	(services, fighter)	British Intelligence services had early encounter with man identified as ISIS fighter	
3	12	1	5	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	3	1	0	M-NEG	(Israel, UK)	Israel losing support in UK because of Palestine offensive, ambassador warns	
3	11	1	5	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	0	0	3	1	0	M-POS	(Turkey, Kurds)	Turkey will help Iraqi Kurds join fight against ISIS in Syria	
7	11	1	9	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	2	0	0	2	1	1	0	V-NEG	(Turkey, ISIS)	Turkey will help Iraqi Kurds join fight against ISIS in Syria	
9	11	1	11	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	2	0	0	3	0	1	0	NEU	(Turkey, Syria)	Turkey will help Iraqi Kurds join fight against ISIS in Syria	
3	11	5	9	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	1	1	0	V-NEG	(Kurds, ISIS)	Turkey will help Iraqi Kurds join fight against ISIS in Syria	
5	11	5	11	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	0	1	2	0	1	0	NEU	(Kurds, Syria)	Turkey will help Iraqi Kurds join fight against ISIS in Syria	
1	12	1	3	0	0	0	0	1	1	0	1	2	0	1	0	0	0	2	0	0	1	0	1	1	0	0	0	0	0	2	1	1	1	2	0	1	2	0	0	3	1	2	V-NEG	(Gambia, EU)	Gambia condemns EU pressure on anti-gay law, says to break ties	
4	8	2	7	0	0	0	0	1	1	0	2	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	V-NEG	(leader, US)	Israeli leader lashes back at harsh US criticism	
3	11	3	7	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	2	0	2	0	2	0	1	V-NEG	(drones, Isis)	UK Reaper drones ready to attack Isis in Syria and Iraq	
5	11	3	9	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	0	2	0	2	1	1	0	1	NEU	(drones, Syria)	UK Reaper drones ready to attack Isis in Syria and Iraq	
7	11	3	11	1	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	2	0	0	1	NEU	(drones, Iraq)	UK Reaper drones ready to attack Isis in Syria and Iraq	
1	11	7	9	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	3	2	0	0	2	0	1	0	1	NEU	(Isis, Syria)	UK Reaper drones ready to attack Isis in Syria and Iraq	
3	11	7	11	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	2	0	0	2	1	0	0	1	NEU	(Isis, Iraq)	UK Reaper drones ready to attack Isis in Syria and Iraq	
1	11	9	11	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	0	2	0	0	3	0	0	0	1	NEU	(Syria, Iraq)	UK Reaper drones ready to attack Isis in Syria and Iraq	
3	12	2	6	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	1	0	2	0	1	M-NEG	(mayor, embassy)	Rome mayor furious at British embassy's warning to tourists about thieves	
1	11	9	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	2	0	0	4	0	0	0	0	NEU	(Kuwait, Algeria)	Microsoft says disrupts cybercrime rings with roots in Kuwait, Algeria	
3	9	2	6	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	2	0	1	V-NEG	(warplanes, positions)	Turkish warplanes hit Kurdish rebel positions near Iraq border	
6	9	2	9	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	NEU	(warplanes, border)	Turkish warplanes hit Kurdish rebel positions near Iraq border	
2	9	6	9	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	1	NEU	(positions, border)	Turkish warplanes hit Kurdish rebel positions near Iraq border	
4	12	1	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	2	1	0	0	0	0	2	3	0	0	NEU	(China, Seoul)	China's Xi heads to Seoul with North Korea on his mind	
6	11	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	2	1	0	0	0	0	3	1	0	0	NEU	(China, NorthKorea)	China's Xi heads to Seoul with North Korea on his mind	
